Name,InChIKey,Formula,Exact Mass,Mix label,RT [min],Adduct,[M+H]+,[M+NH4]+,[M+Na]+,[M-H]-,[M+FA-H]-,[M+Cl]-
unknown124,ULYZLNNPRNDNFD-ZICLEKGPSA-N,C36H42O8,602.2879532,A_M28_posPFP_01,6.22,[M+NH4]+,0.0,620.3218,0.0,0.0,0.0,0.0
unknown125,CDJVLCFAYOIREA-OFCFZGJQSA-N,C47H72O20,956.4616712,A_M9_negPFP_03,3.89,[M-H]-,0.0,0.0,0.0,955.4544,0.0,0.0
unknown126,NLMAGFGYJVPKJJ-NSHDSACASA-N,C14H22O4,254.1518012,A_M27_negPFP_03,5.34,[M-H]-,0.0,0.0,0.0,253.1445,0.0,0.0
unknown127,ONSPHUIOGAJFGD-UHFFFAOYSA-N,C19H18O9,390.0950778,A_M23_negPFP_03,5.89,[M-H]-,0.0,0.0,0.0,389.0878,0.0,0.0
unknown128,YWRZZQBSAZIBEQ-ZPKFMWSBSA-N,C60H92O24,1196.597823,A_M3_negPFP_03,5.71,[M-H]-,0.0,0.0,0.0,1195.5906,0.0,0.0
unknown129,AYRRNFHDJUXLEQ-UHFFFAOYSA-N,C6H9N2O2P,172.0401624,E_M27_posPFP_01,0.47,[M+H]+,173.0474,0.0,0.0,0.0,0.0,0.0
unknown130,NLEBIOOXCVAHBD-QKMCSOCLSA-N,C24H46O11,510.3039966,E_M40_posPFP_01,5.6,[M+NH4]+,0.0,528.3378,0.0,0.0,0.0,0.0
unknown131,LAMRTXHVEXWMOH-PVNJHXBISA-N,C33H54O14,674.3513384,A_M23_negPFP_03,5.05,[M+FA-H]-,0.0,0.0,0.0,0.0,719.3496,0.0
unknown132,NBEYAEFZGDUVGW-MBKLMEFLSA-N,C30H44O8,532.3036024,A_M7_negPFP_03,5.74,[M+FA-H]-,0.0,0.0,0.0,0.0,577.3018,0.0
unknown133,JDYWLRRIZNBKMP-IKRGWGHGSA-N,C34H42O18,738.2371032,A_M8_posPFP_01,4.98,[M+H]+,739.2444,0.0,0.0,0.0,0.0,0.0
unknown134,RBTWPFBRVJRSRZ-XRNSGXKGSA-N,C23H26O11,478.1475046,A_M25_posPFP_02,2.15,[M+Na]+,0.0,0.0,501.1367,0.0,0.0,0.0
unknown135,ODDNJYHUVXKJBI-UHFFFAOYSA-N,C15H28O3,256.2038338,A_M29_posPFP_01,1.62,[M+NH4]+,0.0,274.2377,0.0,0.0,0.0,0.0
unknown136,ZQCSOQVURYSVKL-DHMVUYJDSA-N,C15H24O3,252.1725354,A_M5_posPFP_01,3.15,[M+NH4]+,0.0,270.2064,0.0,0.0,0.0,0.0
unknown137,CPTNKRLUDCGSPQ-GCFZLKQZSA-N,C24H34O13,530.1999314,A_M29_negPFP_03,1.31,[M-H]-,0.0,0.0,0.0,529.1927,0.0,0.0
unknown138,DIADZLCOROOTGN-OLZOCXBDSA-N,C20H24O5,344.1623654,A_M4_negPFP_03,5.83,[M-H]-,0.0,0.0,0.0,343.1551,0.0,0.0
unknown139,JDJWBXPQIRDCOI-UHFFFAOYSA-N,C14H24O6,288.1572804,A_M27_negPFP_03,1.94,[M-H]-,0.0,0.0,0.0,287.15,0.0,0.0
unknown140,DYUWTXWIYMHBQS-UHFFFAOYSA-N,C6H11N,97.0891446,E_M44_posPFP_01,0.48,[M+H]+,98.0964,0.0,0.0,0.0,0.0,0.0
unknown141,VEEGZPWAAPPXRB-YHYXMXQVSA-N,C12H9N3O,211.0745584,E_M27_posPFP_01,2.3,[M+H]+,212.0818,0.0,0.0,0.0,0.0,0.0
unknown142,DPEYAJFUJJMJNO-JOQVNCSISA-N,C47H74O17,910.4925754,A_M7_negPFP_03,5.46,[M+FA-H]-,0.0,0.0,0.0,0.0,955.4908,0.0
unknown143,JUQZBNSNCFPQEN-QEONLWONSA-N,C41H66O13,766.4503186,A_M23_negPFP_03,4.64,[M+FA-H]-,0.0,0.0,0.0,0.0,811.4485,0.0
unknown144,UTHVFIKQCUKKQW-QPQKLBPSSA-N,C14H19NO7,313.1161464,A_M27_negPFP_03,0.35,[M+FA-H]-,0.0,0.0,0.0,0.0,358.1144,0.0
unknown145,VXYKGOAXVHSLDD-ATALQWSYSA-N,C26H32O12,536.1893672,A_M29_negPFP_03,2.27,[M+FA-H]-,0.0,0.0,0.0,0.0,581.1876,0.0
unknown146,BNKQCXTYXHSKGJ-XJXKWIQZSA-N,C20H28O5,348.1936638,A_M9_posPFP_01,5.8,[M+H]+,349.201,0.0,0.0,0.0,0.0,0.0
unknown147,QEXBXSJDNHRVSH-MHEUCROKSA-N,C15H22O4,266.1518012,A_M5_posPFP_01,2.59,[M+H]+,267.1591,0.0,0.0,0.0,0.0,0.0
unknown148,KMSCXNAPFWQQKD-UHFFFAOYSA-N,C16H30N2O5,330.215461,A_M29_posPFP_02,4.95,[M+Na]+,0.0,0.0,353.2047,0.0,0.0,0.0
unknown149,PCWPSOCJBMEHGK-BZKLREMRSA-N,C26H36O11,524.2257506,A_M25_posPFP_01,1.83,[M+NH4]+,0.0,542.2596,0.0,0.0,0.0,0.0
unknown150,FLVBOVQKMCPBFE-UHFFFAOYSA-N,C22H40O6,400.282474,A_M4_negPFP_03,6.43,[M-H]-,0.0,0.0,0.0,399.2752,0.0,0.0
unknown151,MIDXCONKKJTLDX-UHFFFAOYSA-N,C7H10O2,126.068076,E_M44_posPFP_01,0.96,[M+H]+,127.0754,0.0,0.0,0.0,0.0,0.0
unknown152,QEALYLRSRQDCRA-UHFFFAOYSA-N,C14H29NO,227.2249024,E_M27_posPFP_01,6.05,[M+H]+,228.2322,0.0,0.0,0.0,0.0,0.0
unknown153,LZOJNMQMOSTOHX-LBPRGKRZSA-N,C15H28N2O4,300.2048968,A_M5_negPFP_04,5.35,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,335.1743
unknown154,OWZYYRSRGCPFKQ-HMMRWYOQSA-N,C47H76O18,928.5031396,A_M7_negPFP_04,4.31,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,963.4726
unknown155,WCUYANMOZSMFCP-CFKLRSBVSA-N,C38H48O20,824.2738808,A_M23_negPFP_04,2.97,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,859.2433
unknown156,NMDFCFOQBAHNPV-IWIVWMRFSA-N,C42H66O15,810.4401486,A_M29_negPFP_03,5.03,[M+FA-H]-,0.0,0.0,0.0,0.0,855.4384,0.0
unknown157,JIKPDGHCTOSDJA-UHFFFAOYSA-N,C20H30O3,318.219483,A_M5_posPFP_01,5.87,[M+H]+,319.2268,0.0,0.0,0.0,0.0,0.0
unknown158,WAVKNSMRCWYDDL-UHFFFAOYSA-N,C27H32O8,484.2097072,A_M29_posPFP_01,5.83,[M+H]+,485.217,0.0,0.0,0.0,0.0,0.0
unknown159,AKEQVUOZQNGJQC-UHFFFAOYSA-N,C28H36O13,580.2155806,A_M25_posPFP_02,2.02,[M+Na]+,0.0,0.0,603.2048,0.0,0.0,0.0
unknown160,RQYZKRVLMHQSMS-UHFFFAOYSA-N,C21H26O8,406.1627596,A_M9_posPFP_01,4.23,[M+NH4]+,0.0,424.1966,0.0,0.0,0.0,0.0
unknown161,VSTYNZNDJYVPKL-CTYVSURLSA-N,C14H18O9,330.0950778,A_M27_negPFP_03,1.24,[M-H]-,0.0,0.0,0.0,329.0878,0.0,0.0
unknown162,SGNCOKUHMXLGAH-UHFFFAOYSA-N,C7H6BrNO2,214.9581876,E_M44_posPFP_01,2.05,[M+H]+,215.9655,0.0,0.0,0.0,0.0,0.0
unknown163,NVZFZMCNALTPBY-XVFCMESISA-N,C9H12FN3O4,245.0811804,E_M27_posPFP_02,0.32,[M+Na]+,0.0,0.0,268.0704,0.0,0.0,0.0
unknown164,UDSAIICHUKSCKT-UHFFFAOYSA-N,C19H10Br4O5S,665.698237,E_M34_negPFP_03,5.71,[M-H]-,0.0,0.0,0.0,664.691,0.0,0.0
unknown165,NNIRVDLUHWUBSX-NBIDALDTSA-N,C61H98O27,1262.629516,A_M7_negPFP_03,3.81,[M+FA-H]-,0.0,0.0,0.0,0.0,1307.6277,0.0
unknown166,NZIQEPLIKSMSRT-UHFFFAOYSA-N,C20H28O4,332.1987488,A_M27_negPFP_03,5.68,[M+FA-H]-,0.0,0.0,0.0,0.0,377.197,0.0
unknown167,ULSOTXJNUTYKRK-NLUBGPCESA-N,C53H86O21,1058.566131,A_M23_negPFP_03,5.34,[M+FA-H]-,0.0,0.0,0.0,0.0,1103.5644,0.0
unknown168,ABAIOHPURNHXKB-JWFSFCLHSA-N,C34H40O16,704.231624,A_M29_posPFP_01,5.27,[M+H]+,705.2389,0.0,0.0,0.0,0.0,0.0
unknown169,JSWXKFCFVRCREF-NEPJUHHUSA-N,C15H20O3,248.141237,A_M22_posPFP_01,5.04,[M+H]+,249.1485,0.0,0.0,0.0,0.0,0.0
unknown170,PRBUAZIWXABBBW-AFNDXPGZSA-N,C24H26O14,538.1322496,A_M9_posPFP_02,2.7,[M+Na]+,0.0,0.0,561.1215,0.0,0.0,0.0
unknown171,VBTZAIPQSNXYCM-BXAUHREASA-N,C22H27NO6,401.1838282,A_M5_posPFP_02,4.9,[M+Na]+,0.0,0.0,424.1731,0.0,0.0,0.0
unknown172,IESDYJUGZCFEQG-UHFFFAOYSA-N,C49H88O25,1076.56144,A_M25_posPFP_01,5.57,[M+NH4]+,0.0,1094.5953,0.0,0.0,0.0,0.0
unknown173,OQWLWGHVEYZMLN-GHLGXFJJSA-N,C18H28O8,372.1784088,A_M5_negPFP_03,3.1,[M-H]-,0.0,0.0,0.0,371.1711,0.0,0.0
unknown174,VQMRBUNQTLAATK-JOUDUNFKSA-N,C53H84O24,1104.535226,A_M29_negPFP_03,3.12,[M-H]-,0.0,0.0,0.0,1103.528,0.0,0.0
unknown175,PPJYSSNKSXAVDB-UHFFFAOYSA-N,C14H8I4O4,747.6601648,E_M34_negPFP_03,5.84,[M+FA-H]-,0.0,0.0,0.0,0.0,792.6583,0.0
unknown176,AVKNGPAMCBSNSO-UHFFFAOYSA-N,C7H15N,113.120443,E_M74_posPFP_01,1.25,[M+H]+,114.1277,0.0,0.0,0.0,0.0,0.0
unknown177,UVZTZBRGZXIBLZ-UHFFFAOYSA-N,C15H23NO4,281.1626998,E_M27_posPFP_01,5.2,[M+H]+,282.17,0.0,0.0,0.0,0.0,0.0
unknown178,FVAIJXKCYZKCGF-FFBHLRJYSA-N,C16H24O10,376.1369404,A_M30_negPFP_04,0.64,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,411.1063
unknown179,CMXKPYSXVVBBDY-KUBZZJBSSA-N,C13H24O10,340.1369404,A_M8_negPFP_03,0.3,[M+FA-H]-,0.0,0.0,0.0,0.0,385.1351,0.0
unknown180,IVDMSWPOHFCIHO-YCRPNKLZSA-N,C21H24O8,404.1471104,A_M5_negPFP_03,3.62,[M+FA-H]-,0.0,0.0,0.0,0.0,449.1453,0.0
unknown181,PMALFGMVFUCPMK-UHFFFAOYSA-N,C19H22O7,362.1365462,A_M27_negPFP_03,1.42,[M+FA-H]-,0.0,0.0,0.0,0.0,407.1348,0.0
unknown182,XYZWRQXZTNPKPD-OZBJMMHXSA-N,C20H26O4,330.1830996,A_M22_posPFP_01,5.64,[M+H]+,331.1904,0.0,0.0,0.0,0.0,0.0
unknown183,ZFUJCNJIGDBFEP-UHFFFAOYSA-N,C10H16O2,168.1150236,A_M26_posPFP_01,2.01,[M+H]+,169.1223,0.0,0.0,0.0,0.0,0.0
unknown184,DAOMSLPFWWIXQB-UHFFFAOYSA-N,C29H34N2O5,490.2467594,A_M5_posPFP_02,4.74,[M+Na]+,0.0,0.0,513.236,0.0,0.0,0.0
unknown185,ODDNJYHUVXKJBI-MIBAYGRRSA-N,C15H28O3,256.2038338,A_M30_posPFP_02,1.5,[M+Na]+,0.0,0.0,279.1931,0.0,0.0,0.0
unknown186,VWKSQQHPNMUNOC-UHFFFAOYSA-N,C36H60O9,636.423711,A_M9_posPFP_01,5.67,[M+NH4]+,0.0,654.4576,0.0,0.0,0.0,0.0
unknown187,GOWHHUDNXNDUAS-UHFFFAOYSA-N,C8H8O4,168.0422568,A_M24_negPFP_03,1.06,[M-H]-,0.0,0.0,0.0,167.035,0.0,0.0
unknown188,QRCJOCOSPZMDJY-UHFFFAOYSA-N,C8H17NO,143.1310072,E_M74_posPFP_01,2.03,[M+H]+,144.1383,0.0,0.0,0.0,0.0,0.0
unknown189,KDDXOGDIPZSCTM-UHFFFAOYSA-N,C14H10N2O3S,286.041211,E_M27_posPFP_01,5.48,[M+H]+,287.0485,0.0,0.0,0.0,0.0,0.0
unknown190,VNIWZCGZPBJWBI-UHFFFAOYSA-N,C17H19FN4O5S,410.1060136,E_M38_negPFP_03,5.45,[M-H]-,0.0,0.0,0.0,409.0987,0.0,0.0
unknown191,UKDGPTZSBZPKIO-DEOHUDLUSA-N,C35H56O9,620.3924126,A_M5_negPFP_03,4.37,[M+FA-H]-,0.0,0.0,0.0,0.0,665.3906,0.0
unknown192,SAYWUPNITYCHPG-OTOUPVKASA-N,C20H32O2,304.2402172,A_M26_posPFP_01,5.49,[M+H]+,305.2475,0.0,0.0,0.0,0.0,0.0
unknown193,XHAUOHBDNZKIEL-OUEXDMKTSA-N,C21H34O7,398.2304414,A_M30_posPFP_01,3.18,[M+H]+,399.2377,0.0,0.0,0.0,0.0,0.0
unknown194,PXKWYQCTBMFQDW-UHFFFAOYSA-N,C30H48O6,504.3450708,A_M22_posPFP_01,6.06,[M+NH4]+,0.0,522.3789,0.0,0.0,0.0,0.0
unknown195,SVLAIBOYFCQLIY-PGNWUXKFSA-N,C28H36O10,532.2308356,A_M5_posPFP_01,4.57,[M+NH4]+,0.0,550.2647,0.0,0.0,0.0,0.0
unknown196,FEPPYNQWWRLZNW-UHFFFAOYSA-N,C19H18O8,374.1001628,A_M27_negPFP_03,5.23,[M-H]-,0.0,0.0,0.0,373.0929,0.0,0.0
unknown197,FLXFNIBELQCRPA-NSHDSACASA-N,C12H22O4,230.1518012,A_M24_negPFP_03,2.28,[M-H]-,0.0,0.0,0.0,229.1445,0.0,0.0
unknown198,LFMVGCLSSWANEO-UHFFFAOYSA-N,C21H26O6,374.1729296,A_M8_negPFP_03,5.68,[M-H]-,0.0,0.0,0.0,373.1657,0.0,0.0
unknown199,UTVHCNQHDCRVMF-GTYYOKPTSA-N,C28H28N4O4,484.2110448,A_M30_negPFP_03,5.66,[M-H]-,0.0,0.0,0.0,483.2038,0.0,0.0
unknown200,ZQZJKHIIQFPZCS-UHFFFAOYSA-N,C4H10N2O,102.079309,E_M76_posPFP_01,0.36,[M+H]+,103.0866,0.0,0.0,0.0,0.0,0.0
unknown201,NBQNWMBBSKPBAY-UHFFFAOYSA-N,C35H44I6N6O15,1549.713313,E_M33_posPFP_01,0.47,[M+H]+,1550.7206,0.0,0.0,0.0,0.0,0.0
unknown202,UFUVLHLTWXBHGZ-UHFFFAOYSA-N,C18H34ClN2O8PS,504.1461924,E_M38_negPFP_03,2.66,[M-H]-,0.0,0.0,0.0,503.1389,0.0,0.0
unknown203,CLMACWUIFILBBM-UHFFFAOYSA-N,C21H26O8,406.1627596,A_M8_negPFP_04,5.41,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,441.1322
unknown204,GFXHOKACHHWSQG-HEKZAOSPSA-N,C27H28O8,480.1784088,A_M27_negPFP_04,5.36,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,515.1478
unknown205,KQLFQMPSIZRACE-OXEYGOSQSA-N,C15H20O8,328.115812,A_M24_negPFP_03,1.16,[M+FA-H]-,0.0,0.0,0.0,0.0,373.114,0.0
unknown206,NPCYPPUNOYDHKT-FTGSXAGXSA-N,C60H94O26,1230.603302,A_M5_negPFP_03,5.11,[M+FA-H]-,0.0,0.0,0.0,0.0,1275.6015,0.0
unknown207,IGSZOCSRLTUKLJ-UHFFFAOYSA-N,C20H27NO3,329.1990832,A_M26_posPFP_01,5.78,[M+H]+,330.2064,0.0,0.0,0.0,0.0,0.0
unknown208,LWZCXTWCFCVAPB-NUTKFTJISA-N,C17H18O5,302.1154178,A_M6_posPFP_01,4.71,[M+H]+,303.1227,0.0,0.0,0.0,0.0,0.0
unknown209,DPYJSGIGESZKHU-DUIWHAMXSA-N,C36H64O11,672.4448394,A_M22_posPFP_02,5.5,[M+Na]+,0.0,0.0,695.4341,0.0,0.0,0.0
unknown210,BYTPMMJRDFCGKX-RYXVVOBLSA-N,C31H36O8,536.2410056,A_M30_posPFP_01,6.02,[M+NH4]+,0.0,554.2748,0.0,0.0,0.0,0.0
unknown211,HCFFYRGPTPKLPK-HHNOJRCQSA-N,C42H66O15,810.4401486,A_M30_negPFP_03,4.42,[M-H]-,0.0,0.0,0.0,809.4329,0.0,0.0
unknown212,DTUJRJIWGWTNFQ-UHFFFAOYSA-N,C8H13NO,139.0997088,E_M76_posPFP_01,0.31,[M+H]+,140.107,0.0,0.0,0.0,0.0,0.0
unknown213,BHCBLTRDEYPMFZ-UHFFFAOYSA-N,C16H20I3N3O7,746.84355,E_M33_posPFP_01,0.32,[M+NH4]+,0.0,764.8774,0.0,0.0,0.0,0.0
unknown214,KKBGNYHHEIAGOH-UHFFFAOYSA-N,C33H25F3O4,542.1704846,E_M38_negPFP_03,6.39,[M-H]-,0.0,0.0,0.0,541.1632,0.0,0.0
unknown215,LRHHFHPQWVDGIQ-JTHVBYAHSA-N,C44H75NO15,857.513644,A_M27_negPFP_03,5.53,[M+FA-H]-,0.0,0.0,0.0,0.0,902.5119,0.0
unknown216,RVQFSOHDFFWTLD-CNWHQPCMSA-N,C21H36O10,448.2308356,A_M8_negPFP_03,2.98,[M+FA-H]-,0.0,0.0,0.0,0.0,493.229,0.0
unknown217,VXXKDWBEVHGANN-XJWQLZQYSA-N,C16H24O9,360.1420254,A_M24_negPFP_03,0.39,[M+FA-H]-,0.0,0.0,0.0,0.0,405.1402,0.0
unknown218,GFMGGFIBSURRGW-VIFPVBQESA-N,C12H20O4,228.136152,A_M23_posPFP_01,5.45,[M+H]+,229.1434,0.0,0.0,0.0,0.0,0.0
unknown219,JZXWITIZXDCGSC-UHFFFAOYSA-N,C20H30O3,318.219483,A_M6_posPFP_01,4.79,[M+H]+,319.2268,0.0,0.0,0.0,0.0,0.0
unknown220,QQQHFUHGZMFSOB-UHFFFAOYSA-N,C20H28O4,332.1987488,A_M26_posPFP_02,5.48,[M+Na]+,0.0,0.0,355.188,0.0,0.0,0.0
unknown221,SYLBWUCYLWBMER-BHJGDWCPSA-N,C20H32O4,336.2300472,A_M3_posPFP_02,2.44,[M+Na]+,0.0,0.0,359.2193,0.0,0.0,0.0
unknown222,NQNFBFWPHHJVSM-UHFFFAOYSA-N,C10H16O4,200.1048536,A_M6_negPFP_03,1.6,[M-H]-,0.0,0.0,0.0,199.0976,0.0,0.0
unknown223,PLESAOGBVATPML-LMAPNQLBSA-N,C42H34O22,890.1541664,A_M30_negPFP_03,5.08,[M-H]-,0.0,0.0,0.0,889.1469,0.0,0.0
unknown224,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,C24H26ClFN4O,440.1779068,E_M40_negPFP_04,0.39,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,475.1473
unknown225,DWAQDRSOVMLGRQ-UHFFFAOYSA-N,C9H9NO,147.0684104,E_M76_posPFP_01,3.26,[M+H]+,148.0757,0.0,0.0,0.0,0.0,0.0
unknown226,PLHJCIYEEKOWNM-UHFFFAOYSA-N,C27H22Cl2N4O,488.1170582,E_M35_posPFP_01,6.16,[M+H]+,489.1243,0.0,0.0,0.0,0.0,0.0
unknown227,BUOMUXLXLTWQRD-UHFFFAOYSA-N,C15H22O3,250.1568862,A_M23_posPFP_01,4.28,[M+H]+,251.1642,0.0,0.0,0.0,0.0,0.0
unknown228,VOCMJEUNEDTYIN-JKMCDVCNSA-N,C21H36O3,336.2664306,A_M3_posPFP_01,5.76,[M+H]+,337.2737,0.0,0.0,0.0,0.0,0.0
unknown229,HETFHSADNIQCEJ-UHFFFAOYSA-N,C20H28O5,348.1936638,A_M6_posPFP_02,5.63,[M+Na]+,0.0,0.0,371.1829,0.0,0.0,0.0
unknown230,ZVUKZMWLRYNENB-KPPISPLZSA-N,C27H44O10,528.2934324,A_M26_posPFP_02,4.14,[M+Na]+,0.0,0.0,551.2827,0.0,0.0,0.0
unknown231,CLQSQZGNPFWGAE-INIZCTEOSA-N,C18H18O6,330.1103328,A_M28_negPFP_03,3.69,[M-H]-,0.0,0.0,0.0,329.1031,0.0,0.0
unknown232,JVWMEYMYQAAGMM-VDEZILSRSA-N,C15H22O4,266.1518012,A_M6_negPFP_03,2.75,[M-H]-,0.0,0.0,0.0,265.1445,0.0,0.0
unknown233,LRDZBWWOVQELFI-UHFFFAOYSA-N,C20H20O7,372.120897,A_M24_negPFP_03,5.63,[M-H]-,0.0,0.0,0.0,371.1136,0.0,0.0
unknown234,QCKMSYZHBPNLCB-ZFVOUSBOSA-N,C22H24O13,496.1216854,A_M8_negPFP_03,1.82,[M-H]-,0.0,0.0,0.0,495.1144,0.0,0.0
unknown235,YYJQHCMKQJHGGA-VBJBMQEVSA-N,C55H86O24,1130.550876,A_M30_negPFP_03,3.79,[M-H]-,0.0,0.0,0.0,1129.5436,0.0,0.0
unknown236,FBLAHUMENIHUGG-UHFFFAOYSA-N,C18H15NO2,277.110273,E_M76_posPFP_01,5.9,[M+H]+,278.1176,0.0,0.0,0.0,0.0,0.0
unknown237,YCZJVRCZIPDYHH-UHFFFAOYSA-N,C34H58O4,530.4334868,E_M35_posPFP_01,7.09,[M+H]+,531.4408,0.0,0.0,0.0,0.0,0.0
unknown238,BHFJBHMTEDLICO-UHFFFAOYSA-N,C8F18O2S,501.9331596,E_M40_negPFP_03,5.97,[M-H]-,0.0,0.0,0.0,500.9259,0.0,0.0
unknown239,JGCPVCKZVBKIHO-UHFFFAOYSA-N,C17H25NO6,339.168179,A_M6_negPFP_04,2.04,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,374.1376
unknown240,LRFIKYDSTHZRKW-STEXWYFWSA-N,C20H22O10,422.1212912,A_M24_negPFP_04,2.24,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,457.0907
unknown241,SUAXOYITDJNGFM-AJHJKSEASA-N,C27H24O18,636.0962604,A_M8_negPFP_04,1.82,[M+Cl]-,0.0,0.0,0.0,0.0,0.0,671.0657
unknown242,XBOVCSNIOQPGAW-UBNYYTIRSA-N,C32H44O10,588.2934324,A_M26_posPFP_01,4.5,[M+H]+,589.3007,0.0,0.0,0.0,0.0,0.0
unknown243,YXNJBOPJNBXMGA-HUDUBEJRSA-N,C24H36O6,420.2511756,A_M23_posPFP_01,5.43,[M+H]+,421.2585,0.0,0.0,0.0,0.0,0.0
unknown244,LZIOIGRHSJIZED-UHFFFAOYSA-N,C26H42O11,530.2726982,A_M3_posPFP_02,2.89,[M+Na]+,0.0,0.0,553.2619,0.0,0.0,0.0
unknown245,VKSWFQCTDQBTII-STEXWYFWSA-N,C20H22O9,406.1263762,A_M6_posPFP_01,2.79,[M+NH4]+,0.0,424.1602,0.0,0.0,0.0,0.0
unknown246,WBPAMTGAAPNFPT-UHFFFAOYSA-N,C18H16O9,376.0794286,A_M28_negPFP_03,5.51,[M-H]-,0.0,0.0,0.0,375.0722,0.0,0.0
unknown247,PRDFBSVERLRRMY-UHFFFAOYSA-N,C27H28N6O,452.2324478,E_M86_posPFP_01,8.18,[M+H]+,453.2397,0.0,0.0,0.0,0.0,0.0
unknown248,NEMNPWINWMHUMR-UHFFFAOYSA-N,C19H11Cl2I2NO3,624.8205496,E_M35_posPFP_01,6.61,[M+H]+,625.8278,0.0,0.0,0.0,0.0,0.0
